cgpa,attendance,backlogs,study_hours,family_income,extracurricular,internships,coding_skill,communication_skill,projects,certifications,financial_stress,lms_engagement,mentor_sessions,dropout,placed,salary_lpa
5.54,55.8,0,2.1,1,3.1,3,7.2,5.8,2,1,7.8,73.9,0,0,1,8.28
5.46,70.4,1,2.0,3,4.9,2,7.1,4.6,2,2,2.7,68.4,1,1,1,7.59
7.11,100.0,0,5.2,1,5.4,0,10.0,5.1,0,0,5.7,76.5,0,0,1,9.46
7.43,69.2,2,2.2,2,5.5,0,2.5,4.9,2,1,4.2,70.3,2,1,1,7.91
5.97,74.7,0,6.0,3,6.3,0,1.5,5.8,1,1,8.5,82.0,1,0,1,4.09
7.03,65.6,0,3.0,2,4.7,1,10.0,2.0,1,1,5.2,74.8,0,0,1,10.17
7.74,82.7,1,2.6,1,3.5,1,5.4,7.9,1,1,7.7,49.7,0,1,1,9.63
7.8,67.7,1,3.3,2,7.6,0,4.4,9.7,4,2,3.4,69.8,1,0,1,7.42
9.02,75.4,0,2.6,3,3.0,0,5.9,4.9,1,0,1.4,66.2,2,0,1,9.04
8.66,89.9,0,5.0,4,3.7,0,2.3,8.1,2,0,4.5,56.2,0,1,1,6.58
5.7,68.2,1,4.6,2,3.0,0,6.4,5.5,3,1,5.6,59.7,0,1,0,9.01
9.19,89.0,0,4.9,1,6.8,1,5.3,4.6,2,2,8.4,80.1,1,1,1,9.51
6.31,89.5,1,3.5,2,5.7,1,8.0,5.0,1,0,3.0,70.8,1,1,1,10.82
8.36,92.8,0,2.5,2,7.4,1,7.5,6.0,2,0,4.8,78.6,1,0,1,9.45
7.09,80.0,0,3.2,1,3.8,0,7.7,4.4,1,0,3.0,60.8,1,0,1,6.92
6.46,100.0,0,2.5,3,2.7,0,5.9,7.0,3,1,2.9,83.0,3,0,1,8.51
4.65,92.8,4,5.5,2,4.5,2,9.2,4.8,1,1,1.7,75.5,1,0,0,9.39
6.78,82.5,2,4.8,2,5.1,1,6.8,3.7,0,0,4.3,43.9,1,1,0,7.93
4.97,65.7,2,3.1,2,6.0,0,4.3,5.8,1,0,8.0,52.8,1,1,1,4.89
8.26,76.6,0,1.7,1,1.8,0,3.6,4.4,1,2,4.0,43.0,2,1,0,7.94
8.97,98.0,0,5.7,2,6.6,1,3.9,5.1,0,1,3.0,38.4,0,0,1,6.54
5.96,100.0,1,3.4,2,3.5,0,6.9,5.7,2,0,4.6,100.0,2,0,1,4.73
7.39,98.7,0,3.0,2,4.1,0,2.4,3.1,4,0,4.6,93.4,0,1,1,6.65
6.06,89.0,2,5.7,3,8.1,0,5.9,8.7,3,0,5.8,83.1,2,1,1,10.22
6.18,60.4,2,2.4,2,0.7,0,3.6,7.4,3,1,2.0,69.0,0,1,1,7.55
8.01,84.8,0,2.7,2,6.2,0,2.6,4.5,0,2,0.0,49.2,0,1,1,5.4
6.95,60.6,0,2.8,3,6.2,2,3.0,5.8,0,2,4.1,37.8,1,1,1,7.01
9.26,57.2,0,1.1,2,3.7,0,5.4,7.1,2,0,8.9,55.8,0,0,1,8.74
6.37,81.3,1,3.7,2,4.5,0,7.3,6.2,6,1,4.6,45.6,0,1,1,8.19
8.3,85.3,0,2.0,3,8.2,1,3.9,9.6,0,2,4.9,74.3,1,0,1,7.53
7.13,90.6,2,2.3,2,9.8,1,0.7,5.3,3,1,4.8,63.0,2,0,1,6.84
8.03,85.0,0,2.1,2,7.8,1,10.0,8.2,3,3,6.7,77.1,1,0,1,12.37
6.42,85.4,1,2.3,3,9.6,1,8.1,3.1,4,6,3.3,64.8,1,0,1,9.21
6.94,64.2,2,1.9,2,4.0,0,7.6,3.4,1,0,4.8,26.2,2,0,1,5.84
6.85,76.5,0,3.6,4,2.0,0,9.2,9.2,2,1,6.8,56.6,2,0,1,9.43
5.91,56.9,1,3.0,2,5.4,1,5.7,4.9,3,1,7.6,67.8,2,1,1,7.29
7.86,50.0,0,3.3,2,7.3,2,5.2,3.5,0,1,3.4,65.5,0,1,1,8.77
7.85,88.4,0,7.0,1,1.4,0,8.6,5.7,3,1,4.5,48.9,2,0,1,8.71
7.77,67.5,0,3.0,1,3.5,0,8.6,8.3,2,1,4.6,50.2,0,0,1,10.07
9.0,90.2,0,4.2,2,3.7,3,6.9,4.3,1,3,2.4,46.7,0,0,1,11.47
8.88,93.5,0,4.3,1,6.3,1,7.5,5.7,2,1,4.7,26.6,2,0,1,10.87
6.51,69.3,2,3.1,2,6.0,1,2.7,2.1,1,0,4.7,59.4,0,1,0,5.28
7.48,86.3,0,3.6,1,3.8,0,4.9,4.9,1,0,4.2,75.6,3,1,1,6.0
6.19,68.7,1,3.2,1,5.9,1,9.4,7.8,1,3,7.2,50.5,2,1,1,9.59
7.03,52.2,0,3.5,2,3.0,1,7.3,4.2,1,1,1.2,35.2,1,1,1,8.1
6.22,79.7,3,2.3,2,4.6,1,2.1,3.3,1,0,2.3,79.9,1,1,0,7.41
9.11,71.4,0,2.4,2,2.7,0,4.3,4.2,4,1,6.5,87.3,1,0,1,7.83
7.47,71.8,0,3.2,3,5.2,0,9.0,4.6,2,1,8.4,51.2,2,1,1,11.06
6.72,100.0,4,0.0,1,3.7,2,6.5,7.3,0,0,6.6,41.2,3,1,1,8.57
8.55,56.6,0,5.6,1,7.0,0,5.9,6.6,1,0,4.1,57.1,1,1,1,7.66
4.18,83.4,0,6.7,4,5.4,0,6.0,6.9,1,0,0.4,65.6,2,0,1,5.07
4.38,64.1,2,3.5,4,5.0,1,5.3,5.9,1,3,2.1,51.0,2,0,1,5.62
8.03,90.7,0,4.3,2,9.4,1,4.3,4.6,1,0,7.9,28.6,2,0,1,7.18
7.08,82.2,0,4.9,2,6.3,0,3.6,4.2,3,2,6.2,79.2,2,1,1,6.87
7.33,83.3,0,1.1,3,4.7,0,7.8,6.7,1,1,1.2,64.8,0,0,1,8.51
5.28,64.8,0,4.7,2,4.2,1,6.0,9.0,0,2,5.8,91.0,2,1,1,10.11
6.97,67.3,0,2.5,1,2.9,0,7.1,3.9,2,0,9.3,60.8,3,1,1,9.03
9.6,91.0,0,6.9,1,5.4,1,6.8,3.8,4,1,8.7,89.4,2,0,1,10.37
8.07,100.0,0,2.9,1,6.2,0,8.7,3.5,3,0,9.1,55.5,2,1,1,8.56
7.22,84.7,0,4.7,3,1.3,0,6.5,7.5,1,1,5.8,47.9,2,0,1,6.5
6.43,65.4,1,2.9,2,2.5,2,7.4,5.7,3,2,2.1,50.0,1,1,1,10.07
6.49,82.7,0,6.7,1,4.4,0,5.9,6.9,3,1,4.1,96.5,1,0,1,8.95
4.23,100.0,2,2.4,1,3.1,0,3.3,4.8,1,0,10.0,56.2,4,1,1,5.71
7.33,79.4,0,5.1,1,5.6,1,5.0,7.0,2,1,5.2,91.6,3,1,1,7.71
8.1,98.5,0,4.2,3,5.9,0,6.9,5.2,3,0,0.0,50.8,1,0,1,7.08
4.95,67.6,0,3.8,3,5.2,0,7.1,2.7,4,1,5.4,32.3,0,1,1,6.98
6.14,77.4,1,3.6,2,6.7,1,8.8,7.6,2,1,7.4,74.0,2,1,1,9.94
5.5,86.7,2,2.1,3,4.2,0,4.4,5.7,0,1,3.8,47.2,2,0,1,5.21
5.75,83.6,1,0.0,1,5.4,0,6.0,5.2,3,1,7.3,66.1,2,1,1,7.69
7.07,67.3,0,4.9,2,3.3,3,5.2,6.4,1,1,3.1,64.0,1,1,1,9.01
4.29,66.7,0,2.4,2,6.1,0,9.2,2.9,0,0,3.9,63.7,2,1,1,6.28
7.8,91.8,0,5.1,1,5.7,0,6.4,6.7,2,1,1.8,93.0,2,0,1,8.7
7.98,94.7,0,3.8,2,2.9,1,6.4,4.6,0,0,2.5,65.0,1,0,1,7.86
6.67,99.2,0,5.1,3,5.2,0,5.4,5.5,1,1,7.3,62.4,1,0,1,5.47
3.78,100.0,1,4.5,1,5.4,0,5.0,8.1,2,2,0.0,52.9,3,0,1,7.51
5.7,79.9,2,0.0,2,6.1,0,2.2,7.1,1,2,4.1,70.8,2,1,0,4.9
8.6,73.6,0,4.2,3,6.2,1,2.6,5.4,0,0,2.8,68.9,3,1,1,4.28
3.5,96.9,1,2.7,3,3.9,0,5.9,5.6,4,4,5.4,52.0,4,1,1,6.88
6.55,88.0,2,5.1,2,7.2,0,5.6,0.7,4,1,0.1,78.8,2,1,1,7.23
5.47,64.2,2,4.1,1,6.7,0,5.9,4.2,6,1,4.2,55.9,0,1,1,8.68
8.05,63.5,0,4.2,3,3.9,0,7.7,6.1,2,0,2.6,71.6,1,0,1,8.96
6.12,84.9,2,2.8,1,3.0,1,5.7,4.3,2,1,6.9,33.5,2,1,1,7.47
7.53,75.5,1,1.7,1,4.1,0,4.7,3.1,2,1,6.0,78.3,4,1,1,7.02
7.74,77.6,0,2.5,1,2.3,0,5.0,6.8,1,2,2.2,45.6,2,0,1,7.0
9.39,93.0,0,0.3,2,6.0,2,6.1,8.4,3,1,4.2,73.5,1,0,1,10.73
6.74,88.6,0,2.3,2,8.1,1,4.6,4.4,2,4,3.2,85.6,2,0,1,9.0
7.49,96.6,0,0.9,3,8.6,1,7.9,7.6,2,4,5.1,68.2,1,0,1,9.92
5.07,51.0,0,0.9,2,3.1,0,5.5,7.2,2,2,4.4,83.1,1,1,1,7.06
8.55,81.5,0,3.4,4,7.2,0,6.1,3.8,1,0,7.0,38.4,0,0,1,7.12
6.01,87.7,2,4.1,2,5.7,1,3.6,4.3,3,0,3.5,58.3,1,1,1,5.82
6.27,56.6,0,3.1,2,0.2,1,7.9,9.4,1,1,3.7,47.0,2,0,1,8.93
6.97,68.8,1,2.4,1,4.8,0,8.8,3.6,0,1,4.8,46.8,1,1,1,7.58
4.97,66.2,2,1.7,1,4.5,2,2.4,4.6,1,0,5.6,28.4,3,1,0,5.36
7.3,78.3,0,2.7,2,8.2,0,6.4,9.7,0,1,6.9,61.6,1,1,1,8.48
8.26,100.0,0,1.9,3,3.6,4,5.3,4.7,3,3,3.0,78.8,4,0,1,9.1
7.38,100.0,3,3.1,1,6.7,0,6.2,8.5,2,1,5.1,85.3,1,1,1,8.0
4.93,66.6,2,0.8,2,5.3,0,6.5,3.8,2,2,5.8,38.9,0,1,1,7.19
6.84,85.4,0,4.3,2,2.3,0,0.4,6.1,1,2,2.8,50.4,3,1,1,6.73
7.96,85.8,0,2.3,2,4.3,0,7.2,8.0,0,0,6.5,45.2,0,0,1,6.97
4.56,83.4,0,3.8,1,8.9,2,8.1,4.9,2,1,5.1,43.8,1,1,1,7.08
5.6,83.6,2,4.6,1,5.1,1,8.3,6.0,3,1,3.9,54.1,1,1,1,9.08
8.14,82.3,0,3.7,2,7.5,0,3.3,7.3,5,0,0.8,60.4,0,0,1,9.22
7.35,100.0,0,4.5,3,7.4,1,5.4,4.0,1,0,1.5,54.2,1,0,1,6.5
7.54,93.4,0,0.0,3,4.5,1,4.3,10.0,1,1,3.5,32.1,1,0,1,6.41
9.42,63.2,0,2.4,1,2.7,0,1.1,7.9,1,1,5.8,79.4,0,1,1,7.29
7.61,89.1,0,5.0,1,3.0,0,4.1,5.1,0,1,5.3,63.6,0,0,1,5.48
7.86,90.5,0,4.0,2,8.7,1,3.0,5.3,4,1,1.6,67.9,1,0,1,9.75
10.0,82.4,0,6.2,1,5.8,0,6.3,9.6,4,0,5.5,69.0,1,0,1,10.39
6.72,93.8,0,5.9,3,1.7,1,1.7,5.1,2,1,0.4,72.3,2,0,1,4.93
5.96,80.6,1,3.7,2,7.3,0,3.2,4.9,1,3,2.1,63.1,3,0,1,4.95
7.56,80.8,2,2.8,3,1.6,0,4.3,8.1,3,3,6.5,43.3,1,1,1,8.65
7.57,79.7,3,1.7,1,3.7,0,7.3,3.0,3,0,5.7,90.3,0,1,1,7.61
6.32,49.7,2,2.4,4,5.7,0,10.0,5.6,0,2,4.0,72.8,0,0,0,8.67
5.66,76.9,1,2.5,3,10.0,0,6.2,6.0,2,1,7.2,42.0,2,1,1,10.23
10.0,68.6,0,2.3,3,7.3,1,3.1,4.4,0,1,3.8,42.3,3,1,1,6.7
7.42,61.4,0,1.7,4,4.4,0,3.9,2.7,2,1,5.1,99.8,1,1,1,7.21
6.05,98.1,0,3.8,2,5.6,0,7.0,5.9,3,1,5.8,56.8,1,0,1,9.32
8.19,85.1,1,5.9,1,7.5,0,2.4,7.2,1,0,4.3,46.4,2,1,1,7.82
6.86,77.6,0,4.7,2,8.6,3,8.0,4.4,1,2,4.6,49.4,0,0,1,8.93
6.67,70.1,2,2.7,3,5.0,2,6.1,3.4,0,3,2.2,69.0,1,1,1,8.35
7.73,82.1,0,4.8,3,5.0,0,5.2,8.3,0,2,5.3,50.5,1,1,1,6.27
5.32,91.9,2,3.8,2,3.7,0,1.6,6.9,1,0,7.2,62.7,1,1,1,5.4
7.46,66.4,2,3.1,3,7.0,1,7.6,5.1,1,0,0.8,100.0,1,0,1,8.01
9.49,77.9,1,3.0,1,7.8,0,3.7,7.6,0,1,3.9,28.6,1,0,1,8.19
7.61,90.2,0,2.9,1,1.2,0,5.9,6.3,4,1,5.1,51.9,1,1,1,10.11
6.51,50.9,1,4.2,2,4.6,0,5.1,9.4,2,0,3.0,61.2,2,1,1,7.74
6.34,77.2,0,3.4,2,2.8,1,1.9,7.1,3,0,4.4,24.7,1,1,1,6.74
6.47,72.0,4,2.0,1,5.8,0,5.0,3.0,2,3,6.8,70.3,0,1,1,6.61
6.67,76.1,2,2.0,3,2.8,2,2.7,4.5,0,1,6.9,77.9,0,1,0,7.9
6.51,71.0,0,3.7,2,2.6,0,4.0,4.6,1,1,3.8,32.2,3,1,0,5.38
8.19,79.9,0,3.9,2,8.0,0,6.5,6.4,0,2,3.7,58.4,0,1,1,8.75
4.75,100.0,0,2.7,1,5.1,0,7.1,5.2,1,1,6.8,63.7,2,1,1,7.09
8.12,73.5,0,1.4,1,5.4,2,5.5,3.5,3,1,5.8,71.5,2,1,1,10.02
6.51,82.1,1,5.2,3,6.4,0,3.5,7.0,1,2,0.3,100.0,2,0,1,6.85
7.49,100.0,1,4.9,3,7.6,0,4.0,7.8,1,3,1.9,45.2,0,1,1,6.59
5.53,70.3,1,0.0,1,4.6,1,4.0,5.6,3,0,5.1,70.7,3,1,1,6.66
8.73,100.0,0,5.3,3,4.6,0,0.6,6.2,4,2,5.7,57.5,2,0,1,5.44
8.62,78.1,0,2.9,3,4.6,0,5.7,3.9,4,4,6.5,54.0,1,0,1,9.1
8.25,100.0,0,3.5,3,7.9,2,1.7,4.8,3,1,1.5,60.3,0,1,1,8.63
5.03,88.5,0,5.0,2,5.4,2,5.7,4.8,0,0,3.1,68.2,1,1,1,7.8
8.08,82.3,0,5.8,2,4.9,2,2.1,6.9,1,0,6.9,60.2,1,0,1,6.92
7.53,77.1,0,4.8,3,6.4,1,2.7,6.3,0,0,2.8,65.5,1,0,1,8.74
4.91,69.3,1,3.6,2,9.5,0,7.0,5.1,2,0,5.7,58.4,1,1,1,4.88
6.97,79.1,0,1.0,1,5.7,0,5.6,5.1,1,2,5.5,41.3,1,1,1,7.79
7.47,90.6,0,0.0,2,4.9,2,1.2,1.9,3,0,5.0,76.5,2,0,1,7.09
7.72,77.8,2,4.6,2,9.8,0,4.2,9.0,3,0,4.0,80.5,1,0,1,8.66
7.23,73.6,0,5.3,2,8.4,0,6.1,1.6,6,3,7.5,79.6,1,1,1,9.16
7.38,74.5,1,1.9,3,8.1,1,4.1,6.6,6,3,0.3,73.5,0,0,1,9.69
8.92,91.9,1,2.8,2,4.4,1,4.7,5.9,2,1,4.0,44.5,1,0,1,10.73
8.59,95.2,0,2.3,1,4.2,0,6.1,5.3,1,0,8.3,40.9,1,1,1,6.79
3.5,68.7,3,2.3,4,1.5,0,5.6,5.8,2,1,2.4,78.3,2,1,0,5.24
6.59,68.6,2,4.9,1,7.6,0,3.2,4.5,1,1,5.6,35.9,2,1,1,5.86
6.79,83.3,3,3.5,1,5.7,0,5.6,7.1,0,1,8.1,46.3,3,1,0,6.89
4.72,99.4,0,2.8,3,1.5,1,4.8,3.2,1,1,5.0,100.0,2,1,0,4.75
7.12,94.0,1,7.5,4,8.1,0,9.5,6.5,5,0,4.8,70.2,0,1,1,10.67
8.62,60.5,0,0.9,3,4.8,1,5.3,4.4,1,0,6.6,63.2,2,1,1,8.38
5.59,74.3,1,4.1,2,5.0,1,5.8,4.9,4,0,1.6,23.0,0,0,1,9.52
7.44,65.0,2,1.5,2,2.2,2,6.1,5.0,1,0,3.8,46.6,0,1,1,9.47
5.81,74.3,1,2.9,3,6.6,0,4.8,5.5,4,2,2.0,76.7,0,1,1,8.5
6.13,100.0,3,3.4,3,6.6,0,3.8,6.8,0,0,4.6,30.3,2,1,1,6.82
8.92,58.1,0,4.6,1,5.4,0,6.6,5.7,2,2,8.3,68.1,2,0,1,8.12
6.29,55.3,4,2.8,3,4.6,0,6.6,7.7,2,3,0.0,32.4,0,1,1,8.07
7.6,66.4,0,2.6,2,10.0,0,10.0,7.9,0,2,1.2,47.5,0,0,1,9.45
4.57,82.0,2,2.8,1,2.9,2,7.2,6.4,3,2,1.1,28.5,0,1,0,10.09
9.42,86.7,0,1.5,1,3.9,2,7.2,7.2,0,3,3.9,61.9,1,0,1,11.25
7.78,84.1,2,4.2,1,7.1,3,7.2,9.8,2,1,5.9,26.0,1,1,1,11.44
6.76,94.5,1,3.7,4,3.3,0,3.9,3.0,0,2,6.5,58.3,1,0,1,5.77
7.75,53.3,0,3.9,2,3.1,1,2.6,8.0,3,0,1.8,72.8,1,0,1,9.06
5.17,94.6,0,3.1,3,8.0,1,3.2,8.9,3,0,9.3,64.0,2,0,1,5.81
8.54,73.6,0,2.9,1,6.8,1,7.1,6.7,5,0,7.0,69.3,2,0,1,10.59
6.58,88.2,0,5.1,3,6.6,1,8.8,9.6,2,0,5.1,64.5,1,0,1,11.51
6.73,59.5,1,4.8,2,5.9,0,7.2,9.3,2,1,6.4,58.2,2,0,1,9.4
6.36,78.1,0,5.5,4,4.0,0,5.1,5.1,3,1,0.0,58.6,1,0,1,6.81
6.25,81.3,1,3.8,2,4.9,1,9.4,5.3,1,2,3.4,65.9,1,1,0,9.57
7.9,94.2,0,5.4,3,5.3,2,4.5,6.9,1,1,1.4,38.2,1,0,1,7.25
7.33,55.8,0,2.5,2,7.4,1,2.9,4.6,1,0,6.3,52.1,1,1,1,5.76
7.85,78.4,0,2.9,2,6.4,0,6.1,10.0,1,0,2.7,100.0,1,0,1,8.23
6.99,62.8,0,5.1,4,3.5,0,8.5,7.4,5,1,2.3,69.7,2,1,1,8.82
7.67,85.1,0,4.5,2,7.2,1,3.6,5.9,3,0,3.2,85.0,1,0,1,8.59
6.46,88.9,2,2.7,3,1.8,0,1.6,3.0,2,0,7.1,66.8,1,0,0,3.52
9.9,96.0,0,1.5,1,4.8,1,5.6,6.3,0,2,4.4,45.4,2,0,1,10.91
4.96,70.5,1,2.9,3,3.0,0,7.3,3.4,4,1,1.2,53.9,0,0,1,7.91
8.64,91.0,0,2.1,4,3.6,1,0.0,7.3,1,2,3.9,25.2,3,0,1,6.35
8.78,97.1,0,6.0,3,9.7,2,7.7,0.8,2,0,3.6,87.5,0,0,1,8.98
5.89,55.0,1,4.4,2,2.3,0,2.4,8.6,1,2,8.0,77.9,2,1,1,6.13
9.9,86.6,0,2.0,2,3.7,0,7.2,5.0,2,0,5.5,43.3,3,1,1,10.43
8.29,91.4,0,1.5,3,6.6,1,0.9,2.4,1,0,4.4,75.3,0,0,1,5.7
8.26,74.4,0,2.0,2,4.5,0,2.1,5.8,2,0,6.8,73.5,0,1,1,7.68
7.04,61.0,3,2.3,4,5.8,0,6.9,5.8,1,2,3.8,61.5,4,1,1,8.13
6.72,91.2,1,2.9,1,8.6,0,8.3,5.7,1,4,7.6,69.5,2,0,1,9.72
6.73,61.2,1,5.0,1,6.9,1,5.5,8.6,2,1,7.4,71.4,3,0,1,10.2
7.51,75.5,0,1.7,3,4.5,1,10.0,6.6,4,2,3.0,67.7,0,0,1,11.63
8.82,77.4,0,6.9,2,5.2,1,3.1,7.4,0,1,2.0,63.0,3,0,1,6.8
7.24,88.0,0,1.7,2,6.7,0,3.1,5.3,2,1,4.4,61.7,0,0,1,6.39
5.82,69.2,2,0.9,2,6.9,0,4.8,6.7,1,3,0.2,48.7,1,0,1,9.13
8.07,68.4,0,5.9,4,5.5,0,4.7,3.2,0,0,1.1,78.2,1,0,1,5.89
8.2,79.4,0,5.3,2,6.3,2,6.2,6.3,2,1,3.9,99.6,1,0,1,7.89
7.85,92.1,0,2.9,4,6.3,0,3.8,4.3,3,1,5.8,37.6,1,0,1,6.27
7.97,100.0,0,3.8,2,5.3,0,6.8,8.4,3,2,4.4,60.7,1,1,1,9.47
6.65,56.9,1,3.9,2,4.2,1,6.8,6.0,1,0,8.8,46.9,1,1,1,8.56
5.79,82.4,0,3.4,1,7.1,0,9.2,7.1,0,2,6.9,71.0,0,1,1,9.64
5.87,62.8,1,1.1,2,6.1,0,4.4,6.3,8,0,1.0,68.5,2,1,1,7.24
4.87,92.3,1,0.0,1,0.9,1,6.3,9.4,3,1,8.4,62.7,5,1,1,9.86
7.31,64.9,0,1.8,1,3.7,2,6.9,2.7,1,1,8.2,48.2,2,1,1,9.49
6.89,68.6,1,6.1,2,4.4,0,5.5,5.6,1,2,0.9,50.5,0,1,1,8.57
6.43,69.8,2,6.2,3,5.1,0,5.0,3.9,2,1,5.4,44.8,0,1,1,7.75
3.5,76.9,0,2.8,2,8.1,1,0.8,1.7,2,1,8.1,25.6,1,1,0,3.06
5.38,82.5,1,1.7,2,10.0,0,5.7,3.7,1,2,0.0,84.6,1,1,1,8.28
8.46,84.8,0,3.6,2,0.1,0,6.9,8.1,1,3,2.3,73.4,1,1,1,11.06
6.14,77.9,0,3.9,2,6.2,1,5.4,5.7,2,3,7.0,85.8,2,1,1,8.28
7.47,59.4,0,4.2,3,5.7,0,3.7,5.4,1,0,3.4,53.0,3,0,1,7.99
5.19,88.2,1,0.0,3,5.1,1,1.6,7.3,2,0,7.2,69.8,1,1,0,8.56
8.87,77.3,0,8.3,3,6.7,0,6.5,6.0,0,0,6.0,43.0,0,1,1,9.34
6.81,94.3,0,5.0,1,5.8,0,5.6,7.0,3,0,7.7,48.6,2,1,1,5.7
7.38,68.1,4,2.9,2,4.7,1,8.7,6.4,2,2,7.5,100.0,0,0,1,8.39
10.0,55.6,0,2.1,3,5.6,0,2.2,6.9,2,0,1.9,52.5,1,0,1,8.13
8.97,77.5,0,4.8,4,6.7,0,4.4,4.9,1,0,2.1,78.9,2,0,1,6.5
6.6,96.1,0,4.0,2,6.5,0,2.5,7.9,3,1,9.3,65.0,3,0,1,6.02
6.23,80.3,1,3.3,2,5.9,0,7.9,3.4,0,1,4.0,32.1,2,1,1,7.34
6.58,75.2,0,3.9,3,4.2,0,8.3,5.6,1,3,6.3,57.3,1,1,1,8.32
7.66,65.8,0,3.0,4,10.0,0,9.9,8.0,2,1,2.4,67.6,1,0,1,11.21
6.86,100.0,0,3.8,2,6.3,0,6.7,5.5,4,1,3.0,74.2,0,0,1,9.65
6.49,63.6,0,4.4,1,7.2,0,7.3,4.9,3,3,3.5,24.3,2,1,1,7.58
8.91,67.8,0,3.7,3,4.4,0,6.5,10.0,0,0,5.1,40.7,0,1,1,9.38
6.85,86.0,0,3.7,3,5.9,0,6.8,8.6,1,0,6.8,66.2,0,1,1,7.55
9.99,52.0,0,5.4,1,5.9,1,5.6,6.1,1,0,6.9,41.2,1,1,1,10.25
7.12,95.8,0,0.6,2,1.3,1,6.9,3.9,0,0,5.4,84.4,0,0,1,7.44
9.32,86.7,0,1.9,2,3.9,0,10.0,1.7,1,1,2.2,58.8,0,0,1,10.68
7.46,90.6,1,3.2,3,3.9,0,6.0,7.2,0,0,3.8,69.7,3,0,1,7.42
8.25,85.8,0,2.0,3,4.2,0,5.6,8.3,4,0,4.2,85.9,0,1,1,10.9
6.06,75.7,0,2.6,1,3.1,1,6.0,6.6,2,0,3.8,35.7,0,1,1,8.12
5.89,63.1,1,5.3,1,5.6,0,5.2,2.4,2,1,6.8,69.2,1,1,1,4.48
7.6,76.0,2,3.0,3,8.6,0,6.1,6.1,2,0,2.2,62.7,1,0,1,8.6
8.29,64.3,1,0.3,1,5.8,0,5.1,4.8,1,1,4.9,63.3,1,1,0,7.3
7.05,84.8,2,2.5,2,2.9,2,8.1,6.1,0,0,6.6,55.5,1,1,1,7.02
5.33,89.3,1,3.3,2,3.2,0,7.9,9.7,2,0,8.5,63.2,0,1,1,7.85
5.23,98.7,3,3.3,2,4.7,0,10.0,7.4,2,0,8.3,1.5,2,1,1,9.19
5.14,83.2,0,4.1,3,2.4,0,5.4,7.0,1,2,3.5,84.9,1,0,1,7.59
4.7,90.9,2,4.0,1,6.2,0,6.2,5.7,4,3,7.1,33.3,1,1,1,8.43
7.14,73.8,1,3.0,3,8.5,0,6.1,6.6,0,0,5.3,95.5,0,1,1,7.21
8.46,71.3,0,1.3,2,4.2,0,6.0,4.4,0,1,6.3,41.0,1,1,1,7.3
6.98,84.6,0,2.5,2,5.7,0,8.1,6.9,1,1,5.1,40.1,1,0,1,7.6
4.06,72.6,1,2.2,3,4.6,0,1.8,5.4,1,0,6.8,68.1,0,1,0,4.71
6.75,81.8,2,2.7,1,4.1,1,6.6,4.2,3,1,4.4,65.4,0,1,1,9.3
6.79,63.1,1,4.3,3,5.9,0,10.0,7.4,0,1,1.2,69.0,1,0,1,8.45
9.72,65.7,0,3.8,1,4.0,1,8.6,1.3,1,0,6.6,67.2,3,1,1,11.24
5.11,86.9,0,4.5,4,3.7,0,8.4,4.7,3,0,2.1,57.2,2,0,1,8.59
6.49,90.4,0,2.6,1,1.9,1,7.4,7.0,0,1,10.0,52.6,3,1,1,9.44
9.22,64.2,0,5.6,2,5.6,2,4.1,8.2,0,4,3.8,71.6,2,0,1,10.16
7.58,87.4,0,4.3,1,7.8,0,3.8,6.7,1,1,8.2,46.2,2,0,1,9.29
7.73,70.5,0,3.4,2,7.1,0,3.8,4.5,2,0,5.9,62.4,1,0,1,5.87
7.15,78.2,0,4.2,1,8.8,1,2.9,5.7,3,1,2.6,26.1,0,1,1,5.17
7.43,97.8,0,2.1,1,4.0,1,7.7,6.4,2,1,7.2,65.1,1,0,1,10.51
8.01,89.3,0,0.0,1,7.4,1,8.9,8.9,2,0,4.3,62.0,3,0,1,11.66
5.95,89.1,2,2.2,1,3.1,1,6.5,7.6,1,0,10.0,59.2,1,1,1,8.84
8.14,100.0,0,4.4,3,7.1,0,7.4,7.7,3,4,2.0,94.1,2,0,1,11.79
5.22,68.1,0,3.3,2,9.1,0,6.2,5.9,1,0,2.7,89.9,2,0,1,7.65
7.43,64.2,0,3.0,1,6.6,0,6.8,3.7,0,2,0.8,78.3,0,0,1,8.94
7.23,67.9,0,1.8,4,9.2,0,0.6,3.0,2,2,1.1,77.8,0,0,1,5.81
6.2,74.4,2,0.1,3,4.2,1,6.2,5.2,1,1,5.5,62.1,2,1,1,8.13
6.97,45.0,1,5.5,1,5.2,1,4.5,7.2,2,0,3.5,66.1,3,0,1,8.02
6.19,75.1,1,2.9,2,3.5,2,5.4,4.8,1,2,6.0,68.7,0,0,1,9.36
5.61,70.4,0,2.5,2,5.6,1,6.0,6.9,3,0,5.4,72.1,2,1,1,7.23
6.54,89.0,0,2.1,2,6.1,1,3.9,4.2,1,1,2.6,61.4,1,1,1,6.55
5.56,82.9,2,5.2,3,5.6,0,3.0,4.5,2,1,3.6,70.8,1,0,1,4.36
7.42,69.6,0,4.6,2,4.5,1,3.8,8.6,0,0,2.7,61.3,0,1,1,8.19
5.5,86.3,1,1.7,4,4.4,2,2.2,7.3,6,2,4.8,68.4,1,1,1,10.25
